339.5	0.001
340	0.001
340.5	0.001
341	0.001
341.5	0.001
342	0.001
342.5	0.001
343	0.001
343.5	0.001
344	-6.659
344.5	-1.592
345	0.289
345.5	-0.043
346	1.171
346.5	1.319
347	1.052
347.5	0.716
348	0.491
348.5	0.279
349	0.314
349.5	-0.12
350	-0.16
350.5	0.07
351	0.495
351.5	0.867
352	0.997
352.5	1.026
353	0.903
353.5	0.922
354	0.837
354.5	0.993
355	1.272
355.5	1.414
356	1.545
356.5	1.571
357	1.392
357.5	1.188
358	0.898
358.5	0.831
359	1
359.5	1.139
360	1.285
360.5	1.426
361	1.513
361.5	1.496
362	1.386
362.5	1.274
363	1.236
363.5	1.176
364	1.064
364.5	1.099
365	1.13
365.5	1.198
366	1.084
366.5	0.882
367	0.806
367.5	0.805
368	0.75
368.5	0.772
369	0.78
369.5	0.728
370	0.772
370.5	0.721
371	0.747
371.5	0.772
372	0.788
372.5	0.797
373	0.88
373.5	0.831
374	0.712
374.5	0.639
375	0.536
375.5	0.643
376	0.788
376.5	0.918
377	1.036
377.5	1.251
378	1.383
378.5	1.505
379	1.349
379.5	1.149
380	1.029
380.5	1.077
381	1.091
381.5	0.908
382	0.566
382.5	0.451
383	0.624
383.5	0.866
384	0.973
384.5	0.851
385	0.702
385.5	0.601
386	0.685
386.5	0.716
387	0.777
387.5	0.915
388	0.987
388.5	1.121
389	1.252
389.5	1.282
390	1.288
390.5	1.308
391	1.312
391.5	1.279
392	1.159
392.5	0.99
393	0.916
393.5	0.952
394	1.032
394.5	1.045
395	1.031
395.5	0.945
396	0.84
396.5	0.807
397	0.906
397.5	1.007
398	1.073
398.5	1.066
399	1.003
399.5	0.977
400	0.959
400.5	0.936
401	0.977
401.5	0.964
402	0.952
402.5	0.929
403	0.971
403.5	1.038
404	1.086
404.5	1.091
405	1.002
405.5	0.949
406	0.906
406.5	0.93
407	1.003
407.5	1.041
408	1.054
408.5	1.093
409	1.123
409.5	1.121
410	1.071
410.5	0.962
411	0.96
411.5	0.997
412	1.105
412.5	1.186
413	1.179
413.5	1.165
414	1.105
414.5	1.081
415	1.135
415.5	1.195
416	1.259
416.5	1.278
417	1.238
417.5	1.186
418	1.174
418.5	1.201
419	1.224
419.5	1.249
420	1.245
420.5	1.236
421	1.218
421.5	1.222
422	1.262
422.5	1.278
423	1.285
423.5	1.268
424	1.285
424.5	1.354
425	1.394
425.5	1.407
426	1.353
426.5	1.282
427	1.28
427.5	1.33
428	1.462
428.5	1.524
429	1.514
429.5	1.403
430	1.276
430.5	1.284
431	1.34
431.5	1.404
432	1.434
432.5	1.427
433	1.436
433.5	1.461
434	1.486
434.5	1.449
435	1.401
435.5	1.396
436	1.407
436.5	1.409
437	1.434
437.5	1.426
438	1.429
438.5	1.461
439	1.456
439.5	1.467
440	1.486
440.5	1.476
441	1.47
441.5	1.484
442	1.488
442.5	1.521
443	1.535
443.5	1.526
444	1.501
444.5	1.486
445	1.488
445.5	1.517
446	1.57
446.5	1.586
447	1.578
447.5	1.597
448	1.602
448.5	1.607
449	1.611
449.5	1.585
450	1.573
450.5	1.575
451	1.588
451.5	1.57
452	1.561
452.5	1.569
453	1.56
453.5	1.59
454	1.565
454.5	1.534
455	1.568
455.5	1.574
456	1.587
456.5	1.573
457	1.554
457.5	1.559
458	1.564
458.5	1.565
459	1.548
459.5	1.546
460	1.575
460.5	1.601
461	1.635
461.5	1.634
462	1.589
462.5	1.541
463	1.503
463.5	1.515
464	1.525
464.5	1.531
465	1.531
465.5	1.521
466	1.552
466.5	1.579
467	1.617
467.5	1.646
468	1.643
468.5	1.643
469	1.624
469.5	1.617
470	1.596
470.5	1.57
471	1.549
471.5	1.54
472	1.559
472.5	1.571
473	1.591
473.5	1.609
474	1.61
474.5	1.614
475	1.614
475.5	1.61
476	1.615
476.5	1.606
477	1.58
477.5	1.568
478	1.552
478.5	1.561
479	1.576
479.5	1.587
480	1.592
480.5	1.593
481	1.602
481.5	1.609
482	1.63
482.5	1.656
483	1.673
483.5	1.671
484	1.652
484.5	1.613
485	1.581
485.5	1.577
486	1.583
486.5	1.605
487	1.624
487.5	1.63
488	1.612
488.5	1.592
489	1.579
489.5	1.578
490	1.595
490.5	1.613
491	1.635
491.5	1.649
492	1.65
492.5	1.643
493	1.623
493.5	1.618
494	1.631
494.5	1.648
495	1.672
495.5	1.688
496	1.69
496.5	1.692
497	1.691
497.5	1.695
498	1.697
498.5	1.694
499	1.69
499.5	1.693
500	1.707
500.5	1.722
501	1.74
501.5	1.765
502	1.783
502.5	1.802
503	1.817
503.5	1.833
504	1.856
504.5	1.872
505	1.868
505.5	1.866
506	1.871
506.5	1.897
507	1.932
507.5	1.962
508	1.989
508.5	2.024
509	2.061
509.5	2.086
510	2.106
510.5	2.12
511	2.14
511.5	2.162
512	2.175
512.5	2.189
513	2.202
513.5	2.222
514	2.249
514.5	2.281
515	2.316
515.5	2.349
516	2.384
516.5	2.398
517	2.41
517.5	2.42
518	2.444
518.5	2.487
519	2.544
519.5	2.615
520	2.678
520.5	2.744
521	2.811
521.5	2.864
522	2.918
522.5	2.959
523	3.001
523.5	3.046
524	3.093
524.5	3.139
525	3.178
525.5	3.194
526	3.194
526.5	3.198
527	3.224
527.5	3.281
528	3.351
528.5	3.428
529	3.499
529.5	3.553
530	3.607
530.5	3.658
531	3.702
531.5	3.746
532	3.772
532.5	3.779
533	3.785
533.5	3.793
534	3.809
534.5	3.843
535	3.891
535.5	3.948
536	3.998
536.5	4.018
537	4.027
537.5	4.036
538	4.054
538.5	4.079
539	4.095
539.5	4.092
540	4.092
540.5	4.102
541	4.107
541.5	4.131
542	4.156
542.5	4.174
543	4.198
543.5	4.219
544	4.24
544.5	4.267
