339.5	0.001
340	0.001
340.5	0.001
341	0.001
341.5	0.001
342	0.001
342.5	0.001
343	0.001
343.5	0.001
344	3.808
344.5	2.613
345	1.183
345.5	0.138
346	0.414
346.5	0.656
347	0.815
347.5	1.05
348	1.231
348.5	1.35
349	1.64
349.5	1.612
350	1.399
350.5	1.172
351	1.051
351.5	1.111
352	1.356
352.5	1.518
353	1.535
353.5	1.798
354	1.776
354.5	1.762
355	1.849
355.5	1.742
356	1.905
356.5	1.933
357	1.777
357.5	1.584
358	1.413
358.5	1.218
359	1.09
359.5	1.056
360	1.069
360.5	1.306
361	1.403
361.5	1.555
362	1.74
362.5	1.647
363	1.568
363.5	1.391
364	1.33
364.5	1.521
365	1.546
365.5	1.65
366	1.611
366.5	1.5
367	1.341
367.5	1.19
368	1.154
368.5	1.29
369	1.442
369.5	1.491
370	1.559
370.5	1.645
371	1.635
371.5	1.72
372	1.784
372.5	1.77
373	1.672
373.5	1.316
374	1.062
374.5	0.952
375	0.983
375.5	1.205
376	1.374
376.5	1.534
377	1.555
377.5	1.609
378	1.606
378.5	1.662
379	1.59
379.5	1.539
380	1.587
380.5	1.645
381	1.593
381.5	1.452
382	1.29
382.5	1.273
383	1.396
383.5	1.393
384	1.381
384.5	1.223
385	1.129
385.5	1.107
386	1.192
386.5	1.4
387	1.476
387.5	1.554
388	1.533
388.5	1.479
389	1.456
389.5	1.424
390	1.36
390.5	1.38
391	1.356
391.5	1.277
392	1.178
392.5	1.098
393	1.148
393.5	1.243
394	1.29
394.5	1.262
395	1.265
395.5	1.201
396	1.184
396.5	1.123
397	1.141
397.5	1.19
398	1.294
398.5	1.395
399	1.483
399.5	1.488
400	1.444
400.5	1.344
401	1.342
401.5	1.349
402	1.36
402.5	1.338
403	1.311
403.5	1.308
404	1.32
404.5	1.264
405	1.166
405.5	1.133
406	1.137
406.5	1.239
407	1.313
407.5	1.303
408	1.256
408.5	1.213
409	1.204
409.5	1.226
410	1.268
410.5	1.304
411	1.36
411.5	1.45
412	1.511
412.5	1.534
413	1.488
413.5	1.395
414	1.334
414.5	1.341
415	1.425
415.5	1.512
416	1.524
416.5	1.507
417	1.482
417.5	1.464
418	1.506
418.5	1.515
419	1.506
419.5	1.476
420	1.458
420.5	1.454
421	1.437
421.5	1.466
422	1.502
422.5	1.538
423	1.595
423.5	1.626
424	1.636
424.5	1.676
425	1.63
425.5	1.567
426	1.511
426.5	1.484
427	1.562
427.5	1.64
428	1.732
428.5	1.754
429	1.725
429.5	1.633
430	1.554
430.5	1.576
431	1.62
431.5	1.669
432	1.697
432.5	1.724
433	1.755
433.5	1.744
434	1.706
434.5	1.621
435	1.591
435.5	1.597
436	1.627
436.5	1.655
437	1.686
437.5	1.694
438	1.694
438.5	1.724
439	1.72
439.5	1.704
440	1.708
440.5	1.717
441	1.758
441.5	1.806
442	1.824
442.5	1.815
443	1.796
443.5	1.779
444	1.76
444.5	1.751
445	1.729
445.5	1.724
446	1.736
446.5	1.765
447	1.78
447.5	1.787
448	1.794
448.5	1.813
449	1.842
449.5	1.878
450	1.904
450.5	1.904
451	1.889
451.5	1.876
452	1.881
452.5	1.912
453	1.908
453.5	1.886
454	1.835
454.5	1.781
455	1.78
455.5	1.78
456	1.817
456.5	1.861
457	1.889
457.5	1.902
458	1.902
458.5	1.889
459	1.84
459.5	1.811
460	1.794
460.5	1.791
461	1.823
461.5	1.846
462	1.834
462.5	1.817
463	1.786
463.5	1.777
464	1.791
464.5	1.833
465	1.853
465.5	1.858
466	1.867
466.5	1.859
467	1.878
467.5	1.901
468	1.907
468.5	1.911
469	1.891
469.5	1.879
470	1.877
470.5	1.867
471	1.89
471.5	1.902
472	1.912
472.5	1.891
473	1.852
473.5	1.856
474	1.882
474.5	1.931
475	1.961
475.5	1.955
476	1.944
476.5	1.935
477	1.923
477.5	1.922
478	1.9
478.5	1.901
479	1.9
479.5	1.893
480	1.893
480.5	1.879
481	1.879
481.5	1.892
482	1.905
482.5	1.916
483	1.917
483.5	1.914
484	1.904
484.5	1.893
485	1.884
485.5	1.881
486	1.882
486.5	1.886
487	1.891
487.5	1.9
488	1.914
488.5	1.921
489	1.915
489.5	1.899
490	1.876
490.5	1.872
491	1.888
491.5	1.9
492	1.917
492.5	1.915
493	1.9
493.5	1.899
494	1.9
494.5	1.912
495	1.939
495.5	1.967
496	1.991
496.5	2.013
497	2.025
497.5	2.026
498	2.025
498.5	2.018
499	2.009
499.5	2.011
500	2.014
500.5	2.019
501	2.032
501.5	2.048
502	2.068
502.5	2.087
503	2.099
503.5	2.115
504	2.143
504.5	2.163
505	2.178
505.5	2.197
506	2.218
506.5	2.255
507	2.291
507.5	2.318
508	2.341
508.5	2.368
509	2.395
509.5	2.426
510	2.45
510.5	2.48
511	2.517
511.5	2.548
512	2.576
512.5	2.595
513	2.613
513.5	2.628
514	2.646
514.5	2.676
515	2.715
515.5	2.762
516	2.809
516.5	2.845
517	2.872
517.5	2.89
518	2.922
518.5	2.968
519	3.025
519.5	3.104
520	3.184
520.5	3.253
521	3.321
521.5	3.386
522	3.448
522.5	3.504
523	3.567
523.5	3.633
524	3.71
524.5	3.786
525	3.85
525.5	3.88
526	3.891
526.5	3.91
527	3.947
527.5	4.01
528	4.088
528.5	4.168
529	4.235
529.5	4.292
530	4.34
530.5	4.396
531	4.452
531.5	4.495
532	4.516
532.5	4.513
533	4.528
533.5	4.557
534	4.603
534.5	4.653
535	4.693
535.5	4.732
536	4.774
536.5	4.812
537	4.843
537.5	4.857
538	4.871
538.5	4.877
539	4.875
539.5	4.881
540	4.881
540.5	4.897
541	4.925
541.5	4.958
542	4.995
542.5	5.021
543	5.041
543.5	5.074
544	5.097
544.5	5.123
